3327	1536	0	3137	1544	17
3583	1536	0	3369	1547	16
3839	1536	0	3610	1550	16
4095	1536	0	3847	1557	15
0	1792	0	18	1745	22
256	1792	0	265	1746	22
512	1792	0	520	1749	22
768	1792	0	760	1754	21
1024	1792	0	999	1759	21
1280	1792	0	1242	1761	21
1536	1792	0	1472	1765	21
1792	1792	0	1704	1768	21
2048	1792	0	1936	1772	21
2303	1792	0	2185	1779	20
2559	1792	0	2433	1780	20
2815	1792	0	2666	1780	20
3071	1792	0	2907	1784	20
3327	1792	0	3142	1787	19
3583	1792	0	3381	1794	20
3839	1792	0	3621	1796	18
4095	1792	0	3856	1802	18
0	2048	0	20	1991	25
256	2048	0	265	1993	24
512	2048	0	520	2000	24
768	2048	0	758	2002	23
1024	2048	0	998	2009	23
1280	2048	0	1241	2013	23
1536	2048	0	1472	2018	23
1792	2048	0	1706	2025	23
2048	2048	0	1939	2033	24
2303	2048	0	2182	2034	23
2559	2048	0	2428	2033	22
2815	2048	0	2665	2037	22
3071	2048	0	2905	2040	22
3327	2048	0	3137	2040	22
3583	2048	0	3373	2047	22
3839	2048	0	3614	2048	21
4095	2048	0	3851	2057	21
0	2303	0	22	2249	28
256	2303	0	265	2252	27
512	2303	0	519	2260	27
768	2303	0	756	2261	27
1024	2303	0	994	2266	26
1280	2303	0	1240	2276	26
1536	2303	0	1471	2281	26
1792	2303	0	1700	2283	26
2048	2303	0	1931	2291	26
2303	2303	0	2177	2296	26
2559	2303	0	2424	2297	25
2815	2303	0	2660	2300	25
3071	2303	0	2902	2304	25
3327	2303	0	3140	2311	25
3583	2303	0	3373	2312	25
3839	2303	0	3618	2318	25
4095	2303	0	3849	2321	24
0	2559	0	24	2499	30
256	2559	0	267	2502	30
512	2559	0	521	2512	30
768	2559	0	760	2517	30
1024	2559	0	998	2523	30
1280	2559	0	1239	2522	29
1536	2559	0	1469	2527	29
1792	2559	0	1700	2533	29
2048	2559	0	1931	2539	29
2303	2559	0	2179	2547	29
2559	2559	0	2429	2554	29
2815	2559	0	2666	2556	28
3071	2559	0	2906	2559	28
3327	2559	0	3144	2567	28
3583	2559	0	3376	2568	28
3839	2559	0	3614	2569	28
4095	2559	0	3857	2580	27
0	2815	0	27	2746	33
256	2815	0	269	2750	33
512	2815	0	523	2760	33
768	2815	0	760	2763	33
1024	2815	0	998	2769	33
1280	2815	0	1240	2775	32
1536	2815	0	1469	2778	32
1792	2815	0	1700	2785	32
2048	2815	0	1932	2794	32
2303	2815	0	2182	2802	32
2559	2815	0	2431	2807	32
2815	2815	0	2666	2807	31
3071	2815	0	2909	2813	31
3327	2815	0	3144	2817	31
3583	2815	0	3370	2812	31
3839	2815	0	3614	2819	31
4095	2815	0	3850	2825	30
0	3071	0	29	2993	36
256	3071	0	269	2998	36
512	3071	0	523	3003	36
768	3071	0	759	3008	36
1024	3071	0	995	3013	36
1280	3071	0	1244	3024	36
1536	3071	0	1472	3028	35
1792	3071	0	1702	3034	35
2048	3071	0	1936	3045	35
2303	3071	0	2184	3050	35
2559	3071	0	2431	3050	35
2815	3071	0	2667	3052	35
3071	3071	0	2907	3055	34
3327	3071	0	3141	3059	34
3583	3071	0	3376	3064	34
3839	3071	0	3617	3067	34
4095	3071	0	3852	3071	33
0	3327	0	32	3241	40
256	3327	0	270	3238	39
512	3327	0	523	3247	39
768	3327	0	760	3255	39
1024	3327	0	997	3263	39
1280	3327	0	1241	3268	39
1536	3327	0	1473	3279	39
1792	3327	0	1706	3289	38
2048	3327	0	1937	3294	38
2303	3327	0	2186	3300	38
2559	3327	0	2434	3304	38
2815	3327	0	2671	3307	38
3071	3327	0	2911	3309	38
3327	3327	0	3145	3314	37
3583	3327	0	3379	3318	37
3839	3327	0	3625	3325	37
4095	3327	0	3856	3328	36
0	3583	0	34	3484	43
256	3583	0	271	3484	43
512	3583	0	525	3491	42
768	3583	0	762	3500	42
1024	3583	0	999	3509	42
1280	3583	0	1243	3515	42
1536	3583	0	1472	3520	42
1792	3583	0	1706	3532	42
2048	3583	0	1940	3544	41
2303	3583	0	2189	3547	41
2559	3583	0	2434	3547	41
2815	3583	0	2673	3553	41
3071	3583	0	2912	3554	41
3327	3583	0	3140	3553	41
3583	3583	0	3375	3559	40
3839	3583	0	3620	3562	39
4095	3583	0	3861	3576	38
0	3839	0	35	3732	46
256	3839	0	268	3735	44
512	3839	0	527	3746	43
768	3839	0	764	3753	43
1024	3839	0	1000	3760	43
1280	3839	0	1245	3770	43
1536	3839	0	1474	3777	43
1792	3839	0	1708	3788	43
2048	3839	0	1942	3799	43
2303	3839	0	2191	3802	43
2559	3839	0	2437	3805	42
2815	3839	0	2673	3805	42
3071	3839	0	2913	3805	42
3327	3839	0	3146	3810	42
3583	3839	0	3380	3813	41
3839	3839	0	3630	3820	41
4095	3839	0	3866	3829	41
0	4095	0	38	3972	49
256	4095	0	275	3973	48
512	4095	0	530	3984	48
768	4095	0	767	3985	47
1024	4095	0	1004	3998	47
1280	4095	0	1251	4008	47
1536	4095	0	1479	4013	47
1792	4095	0	1710	4018	47
2048	4095	0	1943	4028	47
2303	4095	0	2196	4035	46
2559	4095	0	2438	4036	46
2815	4095	0	2676	4036	46
3071	4095	0	2918	4036	46
3327	4095	0	3151	4037	46
3583	4095	0	3388	4041	46
3839	4095	0	3637	4046	45
4095	4095	0	3876	4048	45
0	0	256	13	1	219
256	0	256	272	6	219
512	0	256	525	11	219
768	0	256	763	16	219
1024	0	256	1001	20	219
1280	0	256	1248	24	218
1536	0	256	1477	29	218
1792	0	256	1701	33	218
2048	0	256	1930	38	218
2303	0	256	2174	42	217
2559	0	256	2419	46	216
2815	0	256	2648	50	215
3071	0	256	2885	55	214
3327	0	256	3116	60	214
3583	0	256	3350	64	214
3839	0	256	3598	67	209
4095	0	256	3826	71	212
0	256	256	15	261	223
256	256	256	268	265	222
512	256	256	522	270	223
768	256	256	758	275	222
1024	256	256	993	278	221
1280	256	256	1236	283	221
1536	256	256	1464	287	220
1792	256	256	1688	290	220
2048	256	256	1915	294	220
2303	256	256	2158	298	219
2559	256	256	2404	302	219
2815	256	256	2637	305	219
3071	256	256	2877	309	218
3327	256	256	3106	314	217
3583	256	256	3338	318	217
3839	256	256	3582	321	212
4095	256	256	3815	321	215
0	512	256	17	518	227
256	512	256	267	521	225
512	512	256	519	524	225
768	512	256	757	529	224
1024	512	256	992	532	223
1280	512	256	1233	535	222
1536	512	256	1460	539	223
1792	512	256	1687	544	223
2048	512	256	1916	548	223
2303	512	256	2160	552	222
2559	512	256	2407	556	222
2815	512	256	2642	560	222
3071	512	256	2876	562	221
3327	512	256	3100	565	219
3583	512	256	3334	569	220
3839	512	256	3578	573	214
4095	512	256	3809	577	218
0	768	256	19	766	231
256	768	256	267	764	229
512	768	256	519	769	228
768	768	256	758	774	228
1024	768	256	992	777	226
1280	768	256	1235	781	226
1536	768	256	1460	784	226
1792	768	256	1687	789	227
2048	768	256	1915	792	225
2303	768	256	2161	797	225
2559	768	256	2409	802	225
2815	768	256	2643	804	225
3071	768	256	2879	808	224
3327	768	256	3105	810	224
3583	768	256	3342	815	222
3839	768	256	3581	818	217
4095	768	256	3816	823	221
0	1024	256	22	1011	234
256	1024	256	268	1007	231
512	1024	256	521	1012	230
768	1024	256	760	1018	230
1024	1024	256	996	1023	230
1280	1024	256	1237	1025	229
1536	1024	256	1462	1028	229
1792	1024	256	1691	1034	230
2048	1024	256	1921	1039	229
2303	1024	256	2168	1045	229
2559	1024	256	2412	1048	228
2815	1024	256	2644	1049	227
3071	1024	256	2884	1054	228
3327	1024	256	3115	1058	227
3583	1024	256	3345	1060	226
3839	1024	256	3590	1065	220
4095	1024	256	3819	1069	225
0	1280	256	23	1267	237
256	1280	256	268	1265	234
512	1280	256	521	1269	234
768	1280	256	757	1271	233
1024	1280	256	994	1278	233
1280	1280	256	1236	1281	232
1536	1280	256	1461	1284	232
1792	1280	256	1689	1290	233
2048	1280	256	1920	1295	233
2303	1280	256	2163	1297	231
2559	1280	256	2408	1298	231
2815	1280	256	2644	1302	230
3071	1280	256	2883	1304	230
3327	1280	256	3114	1308	230
3583	1280	256	3350	1313	230
3839	1280	256	3595	1316	223
4095	1280	256	3827	1324	228
0	1536	256	27	1496	239
256	1536	256	271	1492	237
512	1536	256	523	1497	237
768	1536	256	761	1503	237
1024	1536	256	998	1507	235
1280	1536	256	1240	1511	235
1536	1536	256	1467	1516	235
1792	1536	256	1696	1522	234
2048	1536	256	1923	1525	235
2303	1536	256	2167	1526	235
2559	1536	256	2412	1528	233
2815	1536	256	2647	1531	233
3071	1536	256	2885	1533	233
3327	1536	256	3120	1539	233
3583	1536	256	3355	1543	233
3839	1536	256	3602	1549	227
4095	1536	256	3839	1558	232
0	1792	256	29	1742	241
256	1792	256	273	1733	239
512	1792	256	525	1736	239
768	1792	256	763	1743	239
1024	1792	256	998	1745	238
1280	1792	256	1244	1755	237
1536	1792	256	1472	1760	237
1792	1792	256	1698	1762	238
2048	1792	256	1927	1767	239
2303	1792	256	2174	1770	238
2559	1792	256	2420	1773	237
2815	1792	256	2655	1774	236
3071	1792	256	2895	1777	236
3327	1792	256	3129	1783	236
3583	1792	256	3363	1786	237
3839	1792	256	3612	1794	230
4095	1792	256	3842	1797	235
0	2048	256	31	1987	245
256	2048	256	274	1980	242
512	2048	256	527	1989	242
768	2048	256	764	1996	242
1024	2048	256	1000	2001	242
1280	2048	256	1241	2003	240
1536	2048	256	1466	2007	241
1792	2048	256	1696	2016	241
2048	2048	256	1927	2023	241
2303	2048	256	2173	2026	242
2559	2048	256	2420	2031	241
2815	2048	256	2656	2034	239
3071	2048	256	2895	2038	239
3327	2048	256	3128	2041	239
3583	2048	256	3364	2046	239
3839	2048	256	3606	2047	231
4095	2048	256	3838	2051	239
0	2303	256	33	2251	246
256	2303	256	274	2247	244
512	2303	256	527	2255	244
768	2303	256	760	2250	244
1024	2303	256	995	2256	244
1280	2303	256	1237	2260	244
1536	2303	256	1465	2270	242
1792	2303	256	1696	2280	243
2048	2303	256	1925	2285	244
2303	2303	256	2174	2292	244
2559	2303	256	2420	2294	243
2815	2303	256	2653	2295	243
3071	2303	256	2892	2299	242
3327	2303	256	3123	2301	241
3583	2303	256	3357	2304	241
3839	2303	256	3604	2312	233
4095	2303	256	3833	2315	240
0	2559	256	36	2497	250
256	2559	256	274	2489	247
512	2559	256	526	2494	247
768	2559	256	761	2497	247
1024	2559	256	997	2505	245
1280	2559	256	1240	2513	245
1536	2559	256	1464	2518	245
1792	2559	256	1694	2528	246
2048	2559	256	1925	2538	246
2303	2559	256	2174	2544	246
2559	2559	256	2422	2551	246
2815	2559	256	2658	2553	245
3071	2559	256	2892	2552	245
3327	2559	256	3124	2554	244
3583	2559	256	3358	2559	243
3839	2559	256	3601	2562	235
4095	2559	256	3836	2568	243
0	2815	256	38	2745	251
256	2815	256	277	2740	248
512	2815	256	526	2741	247
768	2815	256	763	2749	248
1024	2815	256	998	2757	247
1280	2815	256	1242	2765	248
1536	2815	256	1468	2774	248
1792	2815	256	1694	2778	247
2048	2815	256	1925	2787	248
2303	2815	256	2177	2798	248
2559	2815	256	2419	2797	248
2815	2815	256	2652	2797	249
3071	2815	256	2893	2803	248
3327	2815	256	3123	2803	246
3583	2815	256	3357	2806	246
3839	2815	256	3603	2812	245
4095	2815	256	3837	2819	246
0	3071	256	40	2995	254
256	3071	256	278	2993	253
512	3071	256	528	2991	251
768	3071	256	763	2998	251
1024	3071	256	1000	3009	251
1280	3071	256	1259	3017	251
1536	3071	256	1475	3025	252
1792	3071	256	1699	3030	252
2048	3071	256	1929	3038	251
2303	3071	256	2177	3040	251
2559	3071	256	2420	3042	250
2815	3071	256	2657	3047	250
3071	3071	256	2895	3050	250
3327	3071	256	3128	3054	250
3583	3071	256	3364	3059	249
3839	3071	256	3607	3063	247
4095	3071	256	3845	3074	242
0	3327	256	42	3239	257
256	3327	256	279	3232	254
512	3327	256	531	3242	255
768	3327	256	765	3245	253
1024	3327	256	1002	3256	254
1280	3327	256	1249	3265	254
1536	3327	256	1475	3277	255
1792	3327	256	1701	3283	255
2048	3327	256	1928	3285	254
2303	3327	256	2178	3290	253
2559	3327	256	2422	3296	253
2815	3327	256	2659	3299	253
3071	3327	256	2899	3303	253
3327	3327	256	3132	3308	253
3583	3327	256	3370	3317	253
3839	3327	256	3615	3323	250
4095	3327	256	3847	3329	245
0	3583	256	44	3481	259
256	3583	256	280	3477	258
512	3583	256	532	3484	258
768	3583	256	769	3496	257
1024	3583	256	1005	3508	257
1280	3583	256	1249	3511	257
1536	3583	256	1471	3517	257
1792	3583	256	1703	3530	258
2048	3583	256	1934	3538	258
2303	3583	256	2183	3541	257
2559	3583	256	2425	3543	256
2815	3583	256	2662	3546	256
3071	3583	256	2903	3552	256
3327	3583	256	3135	3554	256
3583	3583	256	3369	3557	256
3839	3583	256	3612	3562	253
4095	3583	256	3841	3565	247
0	3839	256	46	3737	261
256	3839	256	278	3731	253
512	3839	256	535	3742	254
768	3839	256	772	3753	254
1024	3839	256	1006	3760	252
1280	3839	256	1248	3763	252
1536	3839	256	1473	3774	253
1792	3839	256	1703	3783	253
2048	3839	256	1937	3794	254
2303	3839	256	2188	3801	253
2559	3839	256	2428	3799	251
2815	3839	256	2663	3799	251
3071	3839	256	2905	3804	251
3327	3839	256	3138	3808	251
3583	3839	256	3372	3811	251
3839	3839	256	3615	3813	251
4095	3839	256	3853	3823	251
0	4095	256	49	3976	266
256	4095	256	284	3972	264
512	4095	256	537	3976	263
768	4095	256	771	3979	263
1024	4095	256	1009	3992	263
1280	4095	256	1255	3998	263
1536	4095	256	1478	4011	264
1792	4095	256	1705	4012	263
2048	4095	256	1938	4023	263
2303	4095	256	2191	4030	264
2559	4095	256	2434	4030	263
2815	4095	256	2672	4034	262
3071	4095	256	2913	4036	262
3327	4095	256	3144	4033	261
3583	4095	256	3379	4034	261
3839	4095	256	3626	4038	262
4095	4095	256	3864	4042	262
0	0	512	27	3	442
256	0	512	285	8	440
512	0	512	537	13	440
768	0	512	774	17	439
1024	0	512	1012	21	439
1280	0	512	1256	26	438
1536	0	512	1481	30	438
1792	0	512	1709	35	438
2048	0	512	1936	39	438
2303	0	512	2182	43	437
2559	0	512	2428	48	436
2815	0	512	2660	52	435
3071	0	512	2896	57	435
3327	0	512	3127	61	432
3583	0	512	3358	65	432
3839	0	512	3606	69	431
4095	0	512	3837	72	432
0	256	512	26	263	447
256	256	512	279	266	444
512	256	512	533	272	442
768	256	512	768	275	441
1024	256	512	1004	279	440
1280	256	512	1245	283	439
1536	256	512	1470	287	440
1792	256	512	1695	292	440
2048	256	512	1923	295	439
2303	256	512	2169	300	439
2559	256	512	2416	304	439
2815	256	512	2650	307	437
3071	256	512	2887	312	437
3327	256	512	3117	316	436
3583	256	512	3349	320	435
3839	256	512	3593	323	434
4095	256	512	3827	322	434
0	512	512	28	521	449
256	512	512	278	521	446
512	512	512	529	525	445
768	512	512	765	528	443
1024	512	512	1002	533	443
1280	512	512	1242	536	442
1536	512	512	1470	542	443
1792	512	512	1696	545	443
2048	512	512	1925	549	444
2303	512	512	2173	555	443
2559	512	512	2417	558	441
2815	512	512	2650	561	441
3071	512	512	2889	565	440
3327	512	512	3116	568	439
3583	512	512	3350	572	439
3839	512	512	3597	577	437
4095	512	512	3827	581	438
0	768	512	31	767	453
256	768	512	280	766	449
512	768	512	531	770	449
768	768	512	767	774	447
1024	768	512	1002	778	446
1280	768	512	1245	782	445
1536	768	512	1471	787	446
1792	768	512	1698	791	446
2048	768	512	1927	796	447
2303	768	512	2175	801	445
2559	768	512	2420	804	444
2815	768	512	2653	807	443
3071	768	512	2889	810	442
3327	768	512	3120	814	443
3583	768	512	3356	819	442
3839	768	512	3599	822	440
4095	768	512	3832	828	441
0	1024	512	33	1010	455
256	1024	512	280	1008	451
512	1024	512	532	1013	451
768	1024	512	769	1019	451
1024	1024	512	1005	1022	449
1280	1024	512	1247	1026	448
1536	1024	512	1473	1031	449
1792	1024	512	1702	1037	450
2048	1024	512	1930	1042	449
2303	1024	512	2177	1046	449
2559	1024	512	2421	1048	447
2815	1024	512	2655	1052	446
3071	1024	512	2896	1056	446
3327	1024	512	3129	1061	445
3583	1024	512	3360	1065	446
3839	1024	512	3607	1072	445
4095	1024	512	3839	1075	445
0	1280	512	36	1268	457
256	1280	512	280	1263	453
512	1280	512	532	1271	453
768	1280	512	767	1273	453
1024	1280	512	1003	1277	453
1280	1280	512	1248	1285	451
1536	1280	512	1473	1288	451
1792	1280	512	1698	1290	451
2048	1280	512	1929	1296	452
2303	1280	512	2175	1299	452
2559	1280	512	2421	1302	451
2815	1280	512	2658	1305	450
3071	1280	512	2896	1308	450
3327	1280	512	3130	1313	450
3583	1280	512	3367	1321	449
3839	1280	512	3610	1332	448
4095	1280	512	3842	1327	449
0	1536	512	38	1500	460
256	1536	512	283	1497	456
512	1536	512	535	1499	456
768	1536	512	772	1504	456
1024	1536	512	1009	1509	455
1280	1536	512	1253	1515	455
1536	1536	512	1477	1516	455
1792	1536	512	1706	1522	455
2048	1536	512	1936	1527	456
2303	1536	512	2186	1532	456
2559	1536	512	2431	1536	455
2815	1536	512	2666	1538	455
3071	1536	512	2905	1543	453
3327	1536	512	3139	1547	453
3583	1536	512	3375	1551	453
3839	1536	512	3615	1554	451
4095	1536	512	3848	1559	453
0	1792	512	40	1740	463
256	1792	512	285	1735	460
512	1792	512	536	1741	459
768	1792	512	774	1745	459
1024	1792	512	1011	1751	459
1280	1792	512	1254	1755	459
1536	1792	512	1480	1758	457
1792	1792	512	1709	1764	458
2048	1792	512	1940	1771	458
2303	1792	512	2189	1775	459
2559	1792	512	2435	1778	459
2815	1792	512	2671	1779	457
3071	1792	512	2908	1782	457
3327	1792	512	3144	1788	456
3583	1792	512	3381	1793	456
3839	1792	512	3621	1795	455
4095	1792	512	3856	1801	457
0	2048	512	43	1990	466
256	2048	512	287	1989	462
512	2048	512	538	1995	462
768	2048	512	774	1997	462
1024	2048	512	1011	2005	462
1280	2048	512	1253	2005	461
1536	2048	512	1480	2015	461
1792	2048	512	1709	2018	461
2048	2048	512	1939	2025	462
2303	2048	512	2189	2031	462
2559	2048	512	2434	2035	461
2815	2048	512	2672	2040	461
3071	2048	512	2910	2042	459
3327	2048	512	3141	2043	459
3583	2048	512	3380	2049	459
3839	2048	512	3623	2053	456
4095	2048	512	3852	2055	458
0	2303	512	44	2254	468
256	2303	512	286	2248	465
512	2303	512	537	2255	464
768	2303	512	771	2253	464
1024	2303	512	1009	2265	464
1280	2303	512	1251	2266	463
1536	2303	512	1477	2273	462
1792	2303	512	1706	2281	464
2048	2303	512	1936	2289	463
2303	2303	512	2188	2297	464
2559	2303	512	2437	2303	464
2815	2303	512	2670	2303	463
3071	2303	512	2905	2302	461
3327	2303	512	3139	2309	461
3583	2303	512	3374	2312	459
3839	2303	512	3616	2316	459
4095	2303	512	3851	2324	460
0	2559	512	47	2499	470
256	2559	512	288	2493	466
512	2559	512	539	2503	466
768	2559	512	773	2506	466
1024	2559	512	1009	2513	464
1280	2559	512	1253	2521	466
1536	2559	512	1479	2530	465
1792	2559	512	1709	2538	465
2048	2559	512	1941	2548	465
2303	2559	512	2192	2553	466
2559	2559	512	2435	2555	466
2815	2559	512	2671	2557	466
3071	2559	512	2908	2559	464
3327	2559	512	3140	2561	464
3583	2559	512	3376	2566	462
3839	2559	512	3620	2572	462
4095	2559	512	3856	2579	463
0	2815	512	49	2753	471
256	2815	512	289	2745	468
512	2815	512	538	2750	468
768	2815	512	775	2759	467
1024	2815	512	1010	2764	467
1280	2815	512	1254	2772	467
1536	2815	512	1480	2781	468
1792	2815	512	1713	2793	468
2048	2815	512	1944	2801	469
2303	2815	512	2193	2803	469
2559	2815	512	2437	2807	468
2815	2815	512	2672	2807	467
3071	2815	512	2909	2807	467
3327	2815	512	3140	2810	466
3583	2815	512	3375	2813	465
3839	2815	512	3622	2823	465
4095	2815	512	3858	2829	466
0	3071	512	52	3001	474
256	3071	512	291	2995	471
512	3071	512	539	3000	470
768	3071	512	775	3003	471
1024	3071	512	1011	3012	470
1280	3071	512	1260	3023	470
1536	3071	512	1482	3030	470
1792	3071	512	1710	3035	471
2048	3071	512	1944	3046	472
2303	3071	512	2197	3053	472
2559	3071	512	2436	3052	470
2815	3071	512	2670	3052	470
3071	3071	512	2911	3058	469
3327	3071	512	3144	3063	468
3583	3071	512	3382	3069	468
3839	3071	512	3629	3077	468
4095	3071	512	3863	3084	468
0	3327	512	53	3247	477
256	3327	512	292	3245	474
512	3327	512	543	3253	473
768	3327	512	779	3258	473
1024	3327	512	1016	3268	473
1280	3327	512	1260	3272	472
1536	3327	512	1483	3281	474
1792	3327	512	1715	3290	474
2048	3327	512	1948	3300	474
2303	3327	512	2198	3304	475
2559	3327	512	2438	3306	475
2815	3327	512	2676	3309	472
3071	3327	512	2916	3314	472
3327	3327	512	3152	3322	472
3583	3327	512	3387	3325	472
3839	3327	512	3625	3323	472
4095	3327	512	3863	3333	472
0	3583	512	55	3496	479
256	3583	512	293	3492	477
512	3583	512	546	3502	477
768	3583	512	781	3507	478
1024	3583	512	1014	3508	477
1280	3583	512	1272	3515	477
1536	3583	512	1487	3530	476
1792	3583	512	1715	3537	477
2048	3583	512	1943	3540	478
2303	3583	512	2196	3546	478
2559	3583	512	2438	3549	477
2815	3583	512	2678	3555	476
3071	3583	512	2922	3563	475
3327	3583	512	3153	3565	476
3583	3583	512	3386	3566	476
3839	3583	512	3632	3574	474
4095	3583	512	3868	3581	474
0	3839	512	57	3747	483
256	3839	512	291	3741	480
512	3839	512	545	3747	480
768	3839	512	782	3759	480
1024	3839	512	1017	3765	480
1280	3839	512	1265	3768	479
1536	3839	512	1485	3777	479
1792	3839	512	1718	3791	480
2048	3839	512	1948	3801	480
2303	3839	512	2200	3802	479
2559	3839	512	2442	3806	479
2815	3839	512	2685	3813	479
3071	3839	512	2922	3813	478
3327	3839	512	3151	3811	479
3583	3839	512	3389	3817	477
3839	3839	512	3632	3821	478
4095	3839	512	3862	3822	478
0	4095	512	59	3988	486
256	4095	512	295	3977	482
512	4095	512	548	3984	481
768	4095	512	785	3996	482
1024	4095	512	1020	3998	482
1280	4095	512	1276	4001	482
1536	4095	512	1491	4014	482
1792	4095	512	1720	4023	481
2048	4095	512	1951	4030	483
2303	4095	512	2206	4035	484
2559	4095	512	2449	4041	482
2815	4095	512	2687	4040	482
3071	4095	512	2922	4035	482
3327	4095	512	3155	4037	479
3583	4095	512	3393	4038	479
3839	4095	512	3635	4035	480
4095	4095	512	3873	4039	478
0	0	768	41	5	661
256	0	768	298	10	658
512	0	768	552	14	657
768	0	768	786	18	656
1024	0	768	1022	23	654
1280	0	768	1266	27	654
1536	0	768	1490	32	654
1792	0	768	1719	36	655
2048	0	768	1946	40	654
2303	0	768	2193	46	653
2559	0	768	2438	49	652
2815	0	768	2673	54	651
3071	0	768	2909	58	649
3327	0	768	3139	62	649
3583	0	768	3373	67	648
3839	0	768	3618	71	648
4095	0	768	3850	74	648
0	256	768	38	264	666
256	256	768	292	267	659
512	256	768	545	272	658
768	256	768	779	276	657
1024	256	768	1015	280	656
1280	256	768	1257	284	655
1536	256	768	1482	289	656
1792	256	768	1710	292	656
2048	256	768	1938	298	657
2303	256	768	2188	302	657
2559	256	768	2431	305	654
2815	256	768	2663	309	652
3071	256	768	2899	313	652
3327	256	768	3131	318	651
3583	256	768	3366	322	651
3839	256	768	3610	324	651
4095	256	768	3841	325	652
0	512	768	40	521	669
256	512	768	291	521	662
512	512	768	542	525	660
768	512	768	776	529	659
1024	512	768	1015	534	661
1280	512	768	1256	538	659
1536	512	768	1481	542	659
1792	512	768	1708	547	660
2048	512	768	1938	552	660
2303	512	768	2187	556	659
2559	512	768	2427	560	657
2815	512	768	2662	562	656
3071	512	768	2903	567	655
3327	512	768	3134	571	655
3583	512	768	3369	575	655
3839	512	768	3612	580	656
4095	512	768	3847	585	657
0	768	768	43	767	672
256	768	768	292	765	664
512	768	768	544	771	664
768	768	768	780	774	663
1024	768	768	1017	780	664
1280	768	768	1261	785	662
1536	768	768	1488	790	663
1792	768	768	1713	794	663
2048	768	768	1941	798	663
2303	768	768	2189	802	663
2559	768	768	2431	806	661
2815	768	768	2666	809	659
3071	768	768	2905	814	659
3327	768	768	3138	818	659
3583	768	768	3375	822	659
3839	768	768	3619	828	659
4095	768	768	3852	833	659
0	1024	768	45	1010	674
256	1024	768	293	1010	667
512	1024	768	546	1015	667
